존,번호,곡,근거,등급
ORIGINAL,265,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,266,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,267,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,268,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,269,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,270,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,271,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,272,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,273,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,274,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,275,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,276,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,277,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,278,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,279,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,280,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,281,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,282,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,283,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,284,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,285,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,286,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,287,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,288,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,289,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,290,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,291,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,292,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,293,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,294,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,295,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,296,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,297,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 262·263·296·297 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 262~297 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,299,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,300,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,301,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,302,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,303,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,304,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,305,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,306,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,307,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,308,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,309,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,310,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,311,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,312,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,313,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,314,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,315,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,316,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,317,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,318,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,319,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,320,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,321,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,322,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,323,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,324,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,325,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,326,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,327,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,328,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
ORIGINAL,329,,사용자 확인(대부분 8/14 영상 눈판독) — ORIGINAL 의 299·300·325·326·327·328 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 299~329 전체의 밀림이 없다,구간확정(미검증)
PHOENIX,5,ESP,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,6,하이웨이 체이서,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,7,이터널 유니버스,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,8,번 아웃,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,9,4NT,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,10,얼티밋 아이즈,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,11,냥-턴 (feat. KuTiNA),사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,12,벡터,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,13,베르사이유,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,14,더 아포칼립스,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,15,쇼다운,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,16,붐!!,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,17,유포리아닉,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,18,할로윈 파티 ~Multiverse~,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,19,쥬핀,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,20,그로스,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,21,꼭두각시,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,22,플레이버 스텝!,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,23,데드 엔드,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,24,루시드 드림,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,25,시,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,26,추격,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,27,스타드림 -Eurobeat Remix-,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,28,1948,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,29,결투,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,30,배니쉬 2 - Roar of the invisible dragon,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,31,라크리모사,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,32,솔페지에토,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,33,머독,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,34,리틀 먼치킨,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,35,"사이먼 세이즈, 유로댄스!! (feat. Sara☆M)",사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 5~35 을 연다,구간확정
PHOENIX,48,소닉 붐,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 48~50 을 연다,구간확정
PHOENIX,49,메가하츠,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 48~50 을 연다,구간확정
PHOENIX,50,다크사이드 오브 더 마인드,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 48~50 을 연다,구간확정
PHOENIX,56,데카 댄스,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,57,뉴 로즈,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,58,헤라클레스,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,59,인베이젼,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,60,에렌델,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,61,힘 오브 골든 글로리,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,62,아테나의 방패,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,63,머독 vs 오타다,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,64,위더 가든,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,65,이매저너라이즈드 시티,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,66,크림슨 후드,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,67,도플갱어,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,68,디스트릭트 V,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,69,유포리아닉 - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,70,피닉스 오프닝 - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,71,쥬핀 - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,72,그로스 - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,73,네오 카타르시스 - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,74,힘 오브 골든 글로리 - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,75,할로윈 파티 ~Multiverse~ - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,76,스타드림 -Eurobeat Remix- - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,77,프ㄹi마 마테ㄹi아 - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,78,결투 - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,79,머독 vs 오타다 - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,80,솔브 마이 허트 - SHORT CUT -,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,81,바이너리 스타,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,82,어바웃 더 유니버스,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,83,퍼페츄얼,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,84,댄싱,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,85,갤럭시 컬랩스,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,86,프렉쳐 텀퍼렐르,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,87,카타스트로피,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,88,휴먼 익스팅션 (PIU Edit.),사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,89,댓 키티 (PIU Edit.),사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,90,언더월드 ft. Skizzo (PIU Edit.),사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,91,네이드 네이드,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,92,굿텍,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,93,코스믹 레일로드,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,94,에너지 시너지 매트릭스,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
PHOENIX,95,밀크,사용자 확인 — **PHOENIX 존 전체**를 봤다고 하셨다 (번호 없이 존 단위). 못 본 구간 56~124 을 연다,구간확정
